Item Number – 8 digit,NDC Number,Size Qty,Retail Pack Quantity,AWP Price,Acquisition Price,Retail Price,WAC Price,Contract Flag,Generic Name,Form,Name,Size,%,MCG,M,IU,MEQ,UN,HR,MMOL,BP,CAL,USP,MU,Total_MG,Total_ML,Total_MM
10000749,00185012210,1000    ,1,320922,144442,0,156440,N,nitrofurantoin monohyd/m-cryst,,NITROFUR MACR,100 MG BID CAP 1,,,,,,,,,,,,,100.0,,
10000751,00185012201,100     ,1,32092,13578,0,15644,C,nitrofurantoin monohyd/m-cryst,,NITROFURANTOIN,100 MG CAP 100,,,,,,,,,,,,,100.0,,
10000758,31604001718,200     ,1,850,779,1169,708,N,magnesium oxide,ORAL TABLET 25,MAGNESIUM OXIDE,250MG TAB 200C,,,,,,,,,,,,,250.0,,
10083737,00409339004,10      ,1,16729,3329,0,13941,C,piperacillin sodium/tazobactam,,PIPERACIL-TAZOBACTAM,4.5 GM SD,,,,,,,,,,,,,4500.0,,
10083738,00409338302,10      ,1,8364,5642,0,6970,C,piperacillin sodium/tazobactam,,PIPERACILLIN-TAZOBACTAM,2.25 G,,,,,,,,,,,,,2250.0,,
10000761,78112065979,0.5     ,1,742,467,701,424,N,naphazoline/hpm/ps80/zinc sulf,,CLEAR EYES COMPLETE,0.5OZ,,,,,,,,,,,,,14174.75,,
10083739,00409338513,10      ,1,12548,8467,0,10457,C,piperacillin sodium/tazobactam,,PIPERACILLIN-TAZOBACTAM,3.375,,,,,,,,,,,,,,,
10083790,68462046160,60      ,1,17026,1104,0,4761,C,trospium chloride,ORAL TABLET,TROSPIUM,20 MG TAB 60,,,,,,,,,,,,,20.0,,
10000781,42858030301,100     ,1,6120,4709,0,5100,N,hydromorphone,HCl ORAL TABLET,HYDROMORPHONE HCL,8 MG TAB 100,,,,,,,,,,,,,8.0,,
10000785,42858030101,100     ,1,1080,831,0,900,N,hydromorphone,HCl ORAL TABLET,HYDROMORPHONE HCL,2 MG TAB 100,,,,,,,,,,,,,2.0,,
10000795,42858030125,100     ,1,2003,1305,0,1669,C,hydromorphone,HCl ORAL TABLET,HYDROMORPHONE HCL,2 MG TAB 100,,,,,,,,,,,,,2.0,,
10000797,42858030201,100     ,1,1469,1131,0,1224,N,hydromorphone,HCl ORAL TABLET,HYDROMORPHONE HCL,4 MG TAB 100,,,,,,,,,,,,,4.0,,
10000799,42858030225,100     ,1,2630,1467,0,2192,C,hydromorphone,HCl ORAL TABLET,HYDROMORPHONE HCL,4 MG TAB 100,,,,,,,,,,,,,4.0,,
10000801,00591354160,60      ,1,11610,1332,0,1620,C,bupropion,HCl ORAL TAB SR 12H,BUPROPION HCL SR,150 MG ER TAB,,,,,,,,,,,,,150.0,,
10000805,68382022714,60      ,1,19933,1496,0,1620,N,amiodarone,HCl ORAL TABLET 200,AMIODARONE HCL,200 MG TAB 60,,,,,,,,,,,,,200.0,,
10083782,00409230517,25X2    ,1,2924,1362,0,2437,C,midazolam,HCl/PF INJECTION VIA,MIDAZOLAM HCL PF,2 MG-2 ML FTV,,,,,,,,,,,,,2.0,2.0,
10000806,68382022705,500     ,1,161535,12212,0,13226,N,amiodarone,HCl ORAL TABLET 200,AMIODARONE HCL,200 MG TAB 500,,,,,,,,,,,,,200.0,,
10000808,51672131200,22      ,1,2500,831,0,900,N,mupirocin,TOPICAL OINT. (G) 2,MUPIROCIN,2% ONT 22 GM,2.0,,,,,,,,,,,,22000.0,,
10000809,00406575501,100     ,1,3215,1133,0,2130,C,methadone,HCl ORAL TABLET 5 MG,METHADONE HCL,5 MG TAB 100,,,,,,,,,,,,,5.0,,
10000810,00406577101,100     ,1,5294,1142,0,3537,C,methadone,HCl ORAL TABLET 10 M,METHADONE HCL,10 MG TAB 100,,,,,,,,,,,,,10.0,,
10083797,58160082552,10X0.5  ,1,44159,26288,0,36174,C,hepatitis,A virus vaccine/PF I,HAVRIX W/O NDL,720 U SYG 10X0.,,,,,,,,,,,,,,,
10000819,51991058828,28      ,1,2810,1518,0,2342,C,iron/,C/folic acd/mv cmb11/calc,FERREX,28 TAB 28,,,,,,,,,,,,,,,
10000822,08333334601,28      ,1,1085,853,1280,853,N,"protectives,",O.U. TOPICAL SPRA,NO STING SPRY N/STNG SPY,28 ML,,,,,,,,,,,,,,28.0,
10000834,40565012255,4X10    ,1,8550,10049,15074,10049,N,cadexomer iodine,TOPICAL GEL (,IODOSORB GEL,4X10 GM,,,,,,,,,,,,,10000.0,,
10083787,65862030801,100     ,1,14805,8984,0,11350,C,fosinopril/hydrochlorothiazide,,FOSINOPRIL-HCTZ,10-12.5 MG TAB,,,,,,,,,,,,,12.5,,
10000880,51672126103,60      ,1,34500,21616,0,27600,C,desoximetasone,TOPICAL GEL (GR,DESOXIMETASONE,0.05% GEL 60 GM,0.05,,,,,,,,,,,,60000.0,,
10000885,62756014301,100     ,1,11970,1755,0,1900,N,metformin,HCl ORAL TAB ER 24H,METFORMIN HCL,750 MG ER TAB 10,,,,,,,,,,,,,750.0,,
10075400,45802043262,24      ,1,245,216,324,196,N,pseudoephedrine,HCl ORAL TABLE,PSEUDOEPHEDRINE,30MG TABLET 24,,,,,,,,,,,,,30.0,,
10000927,51672126101,15      ,1,9188,5251,0,7350,C,desoximetasone,TOPICAL GEL (GR,DESOXIMETASONE,0.05% GEL 15 GM,0.05,,,,,,,,,,,,15000.0,,
10000942,68084041121,30      ,1,9233,4754,0,7200,C,indomethacin,ORAL CAPSULE ER 7,INDOMETHACIN,75 MG ER CAP 30 U,,,,,,,,,,,,,75.0,,
10000975,64253011123,60X3    ,1,16740,2493,0,3600,C,sodium chloride 0.9 % (flush) ,,SODIUM CHLORI,0.9% FLSH 6 ML S,0.9,,,,,,,,,,,,,6.0,
10084883,41167424404,4       ,1,1586,997,1496,906,N,fexofenadine,HCl ORAL ORAL SUS,ALLEGRA OTC CHILD,12HR 30MG LI,,,,,,,12.0,,,,,,30.0,,
10000978,00378709601,100     ,1,93104,19729,0,74483,C,bromocriptine mesylate,ORAL CA,BROMOCRIPTINE MESYLATE,5 MG CA,,,,,,,,,,,,,5.0,,
10000980,00378709693,30      ,1,27931,6775,0,22345,C,bromocriptine mesylate,ORAL CA,BROMOCRIPTINE MESYLATE,5 MG CA,,,,,,,,,,,,,5.0,,
10084885,41167413102,12      ,1,1398,879,1319,799,N,fexofenadine,HCl ORAL TABLET 6,ALLEGRA OTC,12HR 60MG TABLET 1,,,,,,,12.0,,,,,,60.0,,
10084888,41167412003,30      ,1,3033,1907,2861,1733,N,fexofenadine,HCl ORAL TABLET 1,ALLEGRA OTC,24HR 180MG TABLET,,,,,,,24.0,,,,,,180.0,,
10001004,68084032601,100     ,1,8820,3249,0,5412,C,glimepiride,ORAL TABLET 2 MG,GLIMEPIRIDE,2 MG TAB 100 UD AH,,,,,,,,,,,,,2.0,,
10084889,41167412002,15      ,1,2116,1330,1995,1209,N,fexofenadine,HCl ORAL TABLET 1,ALLEGRA OTC,24HR 180MG TABLET,,,,,,,24.0,,,,,,180.0,,
10001009,41167751600,1.5     ,1,1013,637,956,579,N,capsaicin/menthol,TOPICAL GEL,CAPZASIN QUICK RELIEF GEL,1.5O,,,,,,,,,,,,,,,
10084910,41167412004,45      ,1,3736,2349,3524,2135,N,fexofenadine,HCl ORAL TABLET 1,ALLEGRA OTC,24HR 180MG TABLET,,,,,,,24.0,,,,,,180.0,,
10084911,41167412000,5       ,1,893,561,842,510,N,fexofenadine,HCl ORAL TABLET 1,ALLEGRA OTC,24HR 180MG TAB 5CT,,,,,,,24.0,,,,,,180.0,,
10001019,68546022956,30      ,1,125436,96513,0,104530,N,rasagiline mesylate,ORAL TABLE,AZILECT,1 MG TAB 30,,,,,,,,,,,,,1.0,,
10001024,68084032701,100     ,1,12197,4195,0,7647,C,glimepiride,ORAL TABLET 4 MG,GLIMEPIRIDE,4 MG TAB 100 UD AH,,,,,,,,,,,,,4.0,,
10001025,08290305180,100     ,1,1998,1007,0,1090,N,"blunt needle, disposable",MISCE,BD NEEDLE BLUNT FILL,"1.5"" 18G",,,,,,,,,,,,,18000.0,,
10001036,58394000106,        ,1,0,97000,0,97000,N,factor,IX human recombinant IN,BENEFIX-RT PDS,1000IU VL DS,,,,1000.0,,,,,,,,,,,
10001046,00591039501,100     ,1,24744,16134,0,20620,C,pentazocine,HCl/naloxone HCl O,PENTAZOC/NALX,50/0.5MG TAB 100,,,,,,,,,,,,,0.5,,
10001069,00555095302,100     ,1,31500,15697,0,17000,N,dextroamphetamine sulfate,ORAL,DEXTROAMPHETAMINE SUL,10 MG TA,,,,,,,,,,,,,10.0,,
10001078,17191007135,100X35  ,1,0,11305,16958,12720,C,oral dosing devices,MISCELL DI,EX-MED O/S PP CLR SYG,100X35 M,,,35.0,,,,,,,,,,,,
10001100,38485014001,100     ,1,998,504,756,570,C,bisacodyl,ORAL TABLET DR 5 MG,ALOPHEN TABLET,100CT,,,,,,,,,,,,,,,
10084933,50991032301,100     ,1,8404,6466,0,7003,N,cyanocobalamin/folic acid,ORAL,FOLTRATE TAB,100,,,,,,,,,,,,,,,
10001175,00548909010,10X1    ,1,66960,51521,0,55800,N,hyaluronidase,INJECTION VIAL 1,AMPHADASE,150 UN VL 10X1 ML,,,,,,150.0,,,,,,,,1.0,
10001177,61314066505,5       ,1,8677,3926,0,6425,C,apraclonidine,HCl OPHTHALMIC D,APRACLONIDINE HCL,0.5% OPH SOL,0.5,,,,,,,,,,,,,,
10084916,41167431002,10      ,1,1866,1173,1760,1066,N,fexofenadine/pseudoephedrine,O,ALLEGRA D,12HR 60MG CAPLET 10C,,,,,,,12.0,,,,,,60.0,,
10084917,41167431004,20      ,1,2762,1736,2604,1578,N,fexofenadine/pseudoephedrine,O,ALLEGRA D,12HR 60MG CAPLET 20C,,,,,,,12.0,,,,,,60.0,,
10084919,41167432005,10      ,1,2116,1330,1995,1209,N,fexofenadine/pseudoephedrine,O,ALLEGRA D,24HR 180MG TABLET 10,,,,,,,24.0,,,,,,180.0,,
10001187,09958003361,1.5     ,1,4240,1382,2073,1382,N,honey,TOPICAL PASTE (ML) 100 %,MEDIHONEY TUBE W/APPLICATR STE,,,,,,,,,,,,,,,,
10001192,00264775100,12X1000 ,1,4522,5230,0,5230,C,dextrose 5%-lactated ringers,I,LACTATED RING-DEXTROSE,5% BAG,5.0,,,,,,,,,,,,,,
10001193,72140003263,3.5     ,1,1302,509,764,744,C,"petrolatum,white",TOPICAL OINT.,AQUAPHOR OINTMENT SKIN HEALING,,,,,,,,,,,,,,,,
10001195,00378335199,4       ,1,9283,3841,0,7426,C,estradiol,TRANSDERM PATCH TDWK,ESTRADIOL,0.075 MG-DAY PAT 4,,,,,,,,,,,,,0.075,,
10001197,00378334999,4       ,1,9283,5174,0,7426,C,estradiol,TRANSDERM PATCH TDWK,ESTRADIOL,0.025 MG-DAY PAT 4,,,,,,,,,,,,,0.025,,
10001201,62756052069,9       ,1,24349,1473,0,1595,N,sumatriptan succinate,ORAL TAB,SUMATRIPTAN,25 MG TAB 9 UOU UD,,,,,,,,,,,,,25.0,,
10001236,00904188260,100     ,1,169,97,146,141,C,calcium carbonate/vitamin,D3 O,CALCIUM+D,3 250MG TAB 100,,,,,,,,,,,,,250.0,,
10001237,00904567516,454     ,1,770,460,690,642,C,methylcellulose (with sugar),O,FIBER POWDER SOLUBLE,454GM MAJ,,,,,,,,,,,,,454000.0,,
10001243,00904546092,150     ,1,402,197,296,335,C,calcium carbonate/vitamin,D3 O,CALCIUM+D OYSTER,500MG TABLET,,,,,,,,,,,,,500.0,,
10001247,00187045302,60      ,1,659006,507051,0,549172,N,selegiline,HCl ORAL TAB RAPDIS,ZELAPAR,1.25 MG TAB 60,,,,,,,,,,,,,1.25,,
10001248,49884003201,100     ,1,36089,12644,0,26734,C,tranylcypromine sulfate,ORAL T,TRANYLCYPROM,10 MG TAB 100,,,,,,,,,,,,,10.0,,
10001283,00904530760,100     ,1,296,155,233,247,C,diphenhydramine,HCl ORAL CAPSU,DIPHENHYD,50MG CAPSULE 100CT M,,,,,,,,,,,,,50.0,,
10001285,41167006651,14      ,1,778,891,1337,810,N,emollient combination no.41,TO,GOLD BOND ULTIMATE LOTION HEAL,,,,,,,,,,,,,,,,
10001296,00338035703,24X500  ,1,181620,44267,0,151350,C,mannitol,INTRAVEN IV SOLN 20 %,OSMITROL,20 % SOL 24X500 ML,20.0,,,,,,,,,,,,,500.0,
10001298,08021413501,50      ,1,0,13156,19734,14742,C,needleless dispensing pin,MISC,DISP DP,3500L PEN 50,,,,,,,,,,,,,,3500000.0,
10001332,72140063382,2.7     ,1,852,377,566,487,C,emollient combination no.117,T,EUCERIN ADV REPAIR HAND CREAM ,,,,,,,,,,,,,,,,
10085135,45802040109,120     ,1,9360,1474,0,7800,C,ciclopirox,TOPICAL SHAMPOO 1 %,CICLOPIROX,1% SHAMPOO 120 ML,1.0,,,,,,,,,,,,,120.0,
10001379,00186402001,30      ,1,34474,26497,0,28728,C,esomeprazole magnesium,ORAL SU,NEXIUM,20 MG DR ORAL SUS 30,,,,,,,,,,,,,20.0,,
10001392,41167061803,11      ,1,1185,745,1118,677,N,salicylic acid,TOPICAL SHAMPOO,SELSUN BLUE SHAMPOO NATURAL IT,,,,,,,,,,,,,,,,
10001410,00186404001,30      ,1,34474,26497,0,28728,C,esomeprazole magnesium,ORAL SU,NEXIUM,40 MG DR SUS 30,,,,,,,,,,,,,40.0,,
10001416,00168033215,15      ,1,2218,293,0,1586,C,fluticasone propionate,TOPICAL,FLUTICASONE PROP,0.05% CRM 15,0.05,,,,,,,,,,,,,,
10001427,00573016020,24      ,1,389,324,486,369,C,ibuprofen,ORAL TABLET 200 MG,ADVIL CAPLET,24CT,,,,,,,,,,,,,,,
10001428,00168033230,30      ,1,3418,442,0,2444,C,fluticasone propionate,TOPICAL,FLUTICASONE PROP,0.05% CRM 30,0.05,,,,,,,,,,,,,,
10001429,00573016030,50      ,1,671,756,1134,687,N,ibuprofen,ORAL TABLET 200 MG,ADVIL CAPLET,50CT,,,,,,,,,,,,,,,
10001430,00573016040,100     ,1,1016,892,1338,1014,C,ibuprofen,ORAL TABLET 200 MG,ADVIL CAPLET,100CT,,,,,,,,,,,,,,,
10001433,00186604001,10      ,1,53579,19789,0,44649,C,esomeprazole sodium,INTRAVEN V,NEXIUM I.V.,40 MG SDV 10,,,,,,,,,,,,,40.0,,
10001450,00168033260,60      ,1,5388,795,0,3853,C,fluticasone propionate,TOPICAL,FLUTICASONE PROP,0.05% CRM 60,0.05,,,,,,,,,,,,,,
10001451,37000047602,24      ,1,546,504,756,458,N,bismuth subsalicylate,ORAL TAB,PEPTO BISMOL CAPLET ORIGINAL,2,,,,,,,,,,,,,,,
10001455,00574010770,70      ,1,11254,2712,0,9003,C,clotrimazole,MUCOUS MEM TROCHE,CLOTRIMAZOLE,10 MG LOZ 70,,,,,,,,,,,,,10.0,,
10001460,00574010714,140     ,1,20441,15099,0,16353,N,clotrimazole,MUCOUS MEM TROCHE,CLOTRIMAZOLE,10 MG LOZ 140,,,,,,,,,,,,,10.0,,
10001467,00781528364,30      ,1,16092,4701,7052,12873,C,cetirizine,HCl ORAL TAB CHEW 5,CETIRIZINE CHILD,5 MG CHW 30 U,,,,,,,,,,,,,5.0,,
10001475,00378617301,100     ,1,29290,17038,0,20503,C,metolazone,ORAL TABLET 5 MG,METOLAZONE,5 MG TAB 100,,,,,,,,,,,,,5.0,,
10001480,00378617401,100     ,1,35079,20405,0,24555,C,metolazone,ORAL TABLET 10 MG,METOLAZONE,10 MG TAB 100,,,,,,,,,,,,,10.0,,
10001482,51672202002,1       ,1,870,299,449,522,C,tolnaftate,TOPICAL CREAM (G) 1,TOLNAFTATE,1% CREAM 1OZ TARO,1.0,,,,,,,,,,,,28349.5,,
10001483,00378617201,100     ,1,25778,14995,0,18044,C,metolazone,ORAL TABLET 2.5 MG,METOLAZONE,2.5 MG TAB 100,,,,,,,,,,,,,2.5,,
10001488,70074057456,6X32    ,6,1096,7227,1807,7227,N,"infant formula, iron/dha/ara",O,SIMILAC NEOSURE RTF BOTL LIQ R,,,,,,,,,,,,,,,,
10001493,00904531360,100     ,1,386,246,369,322,C,prenatal no.137/iron/folic acd,,PRENATAL MULTIVIT TABLET,100CT,,,,,,,,,,,,,,,
10001500,00781528464,30      ,1,16092,5037,7556,12873,C,cetirizine,HCl ORAL TAB CHEW 1,CETIRIZINE,10 MG CHW 30 UD,,,,,,,,,,,,,10.0,,
10085145,00078043405,100     ,1,187576,148498,0,156313,N,dexmethylphenidate,HCl ORAL CP,FOCALIN XR,40 MG ER CAP 100,,,,,,,,,,,,,40.0,,
10001508,00832121901,100     ,1,9495,1537,0,6059,C,warfarin sodium,ORAL TABLET 10,JANTOVEN,10 MG TAB 100 UD,,,,,,,,,,,,,10.0,,
10001560,10542002509,90      ,1,1699,1755,2633,1595,N,folic ac/vit,"Bcomp,C/Zn/vit D3",DIALYVITE,800MCG W/VIT D TABLE,,800.0,,,,,,,,,,,,,
10001566,57894003001,        ,1,140138,85592,0,116782,C,infliximab,INTRAVEN VIAL 100 M,REMICADE,100 MG SDV,,,,,,,,,,,,,100.0,,
10001570,10542001109,90      ,1,5008,4132,0,4475,N,multivit-mins no.11/folic acid,,DIALYVITE,5000 TAB 90,,,,,,,,,,,,,,,
10001575,00527140701,100     ,1,22244,5037,0,6507,C,pilocarpine,HCl ORAL TABLET 7.,PILOCARPINE,7.5 MG TAB 100,,,,,,,,,,,,,7.5,,
10001597,00904578461,100     ,1,24190,607,0,870,C,fluoxetine,HCl ORAL CAPSULE 10,FLUOXETINE HCL,10 MG CAP 100 U,,,,,,,,,,,,,10.0,,
10001600,63402051001,15      ,1,8598,4962,0,7165,C,levalbuterol tartrate,INHALATI,XOPENEX HFA INH,15 GM,,,,,,,,,,,,,15000.0,,
10001603,00904578561,100     ,1,24840,628,0,949,C,fluoxetine,HCl ORAL CAPSULE 20,FLUOXETINE HCL,20 MG CAP 100 U,,,,,,,,,,,,,20.0,,
10085068,00904617261,100     ,1,11194,4230,0,8955,C,carbamazepine,ORAL TABLET 200,CARBAMAZEPINE,200 MG TAB 100 U,,,,,,,,,,,,,200.0,,
10001626,00264764500,12X1000 ,1,11563,10458,0,10458,C,potassium chloride/,D5-0.2%NaCl,KCL-DEXT-NACL,20MEQ-5-0.2% BAG,0.2,,,,20.0,,,,,,,,,,
10001639,00264763400,12X1000 ,1,13018,11765,0,11765,C,potassium chloride/,D5-0.45NaCl,POTASS-D,5-NACL 10MEQ-0.45% BAG,0.45,,,,10.0,,,,,,,,,,
10001646,00264761210,24X500  ,1,11261,10249,0,10249,C,dextrose 5 %-0.45 % sod chlord,,DEXTROSE-NACL,5-0.45% BAG 24X5,0.45,,,,,,,,,,,,,,
10001649,00264761200,12X1000 ,1,4406,5099,0,5099,C,dextrose 5 %-0.45 % sod chlord,,DEXTROSE-NACL,5-0.45% BAG 12X1,0.45,,,,,,,,,,,,,,
10001651,00264761010,24X500  ,1,11520,10458,0,10458,C,dextrose 5 % and 0.9 %,NaCl IN,DEXTROSE-NACL,5-0.9% BAG 24X50,0.9,,,,,,,,,,,,,,
10001663,00143992701,100     ,1,45940,1339,0,1450,N,ciprofloxacin,HCl ORAL TABLET,CIPROFLOXACIN,250 MG TAB 100,,,,,,,,,,,,,250.0,,
10001664,00555900942,3X21    ,1,8850,2168,0,5968,C,norethindrone-ethin. estradiol,,NORTREL,1/35 TAB 3X21,,,,,,,,,,,,,,,
10001674,00832121101,100     ,1,6149,1093,0,3708,C,warfarin sodium,ORAL TABLET 1,JANTOVEN,1 MG TAB 100 UD,,,,,,,,,,,,,1.0,,
10085210,68462030450,50      ,1,13243,2273,0,3000,C,norethindrone acetate,ORAL TAB,NORETHINDRONE,5 MG TAB 50,,,,,,,,,,,,,5.0,,
10001676,00264761600,12X1000 ,1,7517,6798,0,6798,C,dextrose 5 %-0.2 % sod chlorid,,DEXT/SOD CHL,5%/0.20% BAG 12X1,5.0,,,,,,,,,,,,,,
10001680,68084037601,100     ,1,6424,3126,0,5353,C,phenytoin sodium extended,ORAL,PHENYTOIN,100 MG ER CAP 100 UD,,,,,,,,,,,,,100.0,,
10001690,00299382230,30      ,1,104466,80378,0,87055,N,doxycycline monohydrate,ORAL C,ORACEA,40 MG CAP 30,,,,,,,,,,,,,40.0,,
10001691,00264958720,24X250  ,1,44266,33716,0,36888,C,"heparin sodium,porcine/",D5W INT,HEPARIN SOD-D,5W 25 MU-250ML BA,,,,,,,,,,,,25.0,,250.0,
10001692,00597010930,30      ,1,85543,65819,0,71286,N,pramipexole di-,HCl ORAL TAB ER,MIRAPEX,0.375 MG ER TAB 30,,,,,,,,,,,,,0.375,,
10001703,00832121301,100     ,1,6601,1093,0,3889,C,warfarin sodium,ORAL TABLET 2.,JANTOVEN,2.5 MG TAB 100 UD,,,,,,,,,,,,,2.5,,
10001716,00003052711,60      ,1,1146085,921644,0,955071,N,dasatinib,ORAL TABLET 20 MG,SPRYCEL,20 MG TAB 60,,,,,,,,,,,,,20.0,,
10085201,00259160501,        ,1,31200,26000,0,26000,N,incobotulinumtoxin,A INTRAMUSC,XEOMIN DS,50 UNIT SDV 1,,,,,,50.0,,,,,,,,,
10001722,00832121201,100     ,1,6420,1093,0,3798,C,warfarin sodium,ORAL TABLET 2,JANTOVEN,2 MG TAB 100 UD,,,,,,,,,,,,,2.0,,
10001724,57894006103,1       ,1,3182040,2558891,0,2651700,N,ustekinumab,SUBCUT SYRINGE 90,STELARA,90 MG PFS 1 ML,,,,,,,,,,,,,90.0,1.0,
10001725,00003052811,60      ,1,2292167,1843285,0,1910139,N,dasatinib,ORAL TABLET 50 MG,SPRYCEL,50 MG TAB 60,,,,,,,,,,,,,50.0,,
10001726,00409190201,25X10   ,1,263042,126954,0,219202,C,procainamide,HCl INJECTION VIA,PROCAINAMIDE,100 MG/ML VL 25X1,,,,,,,,,,,,,100.0,,
10001731,54092017212,120     ,1,25529,19643,0,21274,N,carbamazepine,ORAL CPMP 12HR 2,CARBATROL,200 MG ER CAP 120,,,,,,,,,,,,,200.0,,
10085202,00259161001,        ,1,59520,49600,0,49600,N,incobotulinumtoxin,A INTRAMUSC,XEOMIN DS,100 UNIT SDV 1,,,,,,100.0,,,,,,,,,
10085203,63323054901,25X1    ,1,0,3463,0,7025,C,"heparin sodium,porcine/",PF INTR,HEPARIN LF PRS FREE,100 UN-ML,,,,,,100.0,,,,,,,,,
10001734,57894006003,0.5     ,1,1591020,1279446,0,1325850,N,ustekinumab,SUBCUT SYRINGE 45M,STELARA,45 MG PFS 0.5 ML,,,,,,,,,,,,,45.0,0.5,
10001735,00338066304,14X1000 ,1,15673,4733,0,13061,C,potassium chloride/,D5-0.2%NaCl,KCL-DEXT-NACL,20MEQ-5-0.2% BAG,0.2,,,,20.0,,,,,,,,,,
10001740,54092017312,120     ,1,25529,19643,0,21274,N,carbamazepine,ORAL CPMP 12HR 3,CARBATROL,300 MG ER CAP 120,,,,,,,,,,,,,300.0,,
10001743,00003052411,60      ,1,2292167,1843285,0,1910139,N,dasatinib,ORAL TABLET 70 MG,SPRYCEL,70 MG TAB 60,,,,,,,,,,,,,70.0,,
10001762,30698014323,30      ,1,6138,4723,0,5115,N,calcitriol,ORAL CAPSULE 0.25 M,ROCALTROL,0.25 MCG CAP 30,,0.25,,,,,,,,,,,,,
10001764,30698014401,100     ,1,32172,24754,0,26810,N,calcitriol,ORAL CAPSULE 0.5 MC,ROCALTROL,0.5 MCG CAP 100,,0.5,,,,,,,,,,,,,
10001781,00527132601,100     ,1,73510,11542,0,12500,N,ursodiol,ORAL CAPSULE 300 MG,URSODIOL,300 MG CAP 100,,,,,,,,,,,,,300.0,,
10085221,68462022110,1000    ,1,17910,5956,0,7676,C,lithium carbonate,ORAL CAPSULE,LITHIUM CARBONATE,300 MG CAP 1,,,,,,,,,,,,,300.0,,
10001795,00264987210,24X500  ,1,11952,10845,0,10845,C,"heparin sodium,porcine/",NS/PF I,HEPARIN SOD-NACL,0.9% BAG 24X5,0.9,,,,,,,,,,,,,,
10001796,00832121401,100     ,1,6601,1093,0,3979,C,warfarin sodium,ORAL TABLET 3,JANTOVEN,3 MG TAB 100 UD,,,,,,,,,,,,,3.0,,
10001800,00832121501,100     ,1,6601,1093,0,3979,C,warfarin sodium,ORAL TABLET 4,JANTOVEN,4 MG TAB 100 UD,,,,,,,,,,,,,4.0,,
10001806,00832121601,100     ,1,6873,1093,0,4069,C,warfarin sodium,ORAL TABLET 5,JANTOVEN,5 MG TAB 100 UD,,,,,,,,,,,,,5.0,,
10001808,00472008216,473     ,1,44520,25807,0,35616,C,acyclovir,ORAL ORAL SUSP 200 M,ACYCLOVIR,200MG-5 ML SUS 473 M,,,,,,,,,,,,,200.0,5.0,
10001809,40337000570,        ,1,1800,1414,2121,1414,N,ice bag,MISCELL EACH,ICE IT SYSTEM,5X7 WRIST,,,,,,,,,,,,,,,
10001812,00832121701,100     ,1,8861,1537,0,5606,C,warfarin sodium,ORAL TABLET 6,JANTOVEN,6 MG TAB 100 UD,,,,,,,,,,,,,6.0,,
10001814,00832121801,100     ,1,9224,1537,0,5788,C,warfarin sodium,ORAL TABLET 7.,JANTOVEN,7.5 MG TAB 100 UD,,,,,,,,,,,,,7.5,,
10001825,00378699393,30X0.5  ,1,20098,14845,0,16078,N,levalbuterol,HCl INHALATION VI,LEVALBUT,1.25MG-0.5ML INH VL 3,,,,,,,,,,,,,1.25,0.5,
10001834,51672129402,30      ,1,27793,1005,0,6489,C,clobetasol propionate,TOPICAL,CLOBETASOL PROP,0.05% GEL 30 G,0.05,,,,,,,,,,,,30000.0,,
10001840,11845077901,100     ,1,0,292,438,265,N,phytonadione (vit,K1) ORAL TAB,VIT K,100MCG TABLET 100CT MASO,,100.0,,,,,,,,,,,,,
10001855,23601087502,        ,1,371,192,288,192,N,gloves,MISCELL EACH,GLOVE COTTON SM/MD GLV        ,,,,,,,,,,,,,,,,
10001870,51672129401,15      ,1,16634,752,0,3582,C,clobetasol propionate,TOPICAL,CLOBETASOL PROP,0.05% GEL 15 G,0.05,,,,,,,,,,,,15000.0,,
10001871,51672129403,60      ,1,55586,7395,0,12429,C,clobetasol propionate,TOPICAL,CLOBETASOL PROP,0.05% GEL 60 G,0.05,,,,,,,,,,,,60000.0,,
10001884,00264959420,24X250  ,1,21254,16184,0,17712,C,lidocaine,HCl/dextrose 5 %/PF,LIDOCAINE,0.4%-D5W 1 GM BAG 24,0.4,,,,,,,,,,,,1000.0,,
10001885,17191021002,50      ,1,0,10394,15591,16979,C,syringe filter,MISCELL EACH 25,SUPOR SYRINGE FLTR,25MM 50,,,,,,,,,,,,,,,25.0
10001888,83490022028,        ,1,1795,1381,0,1495,N,nebulizer,MISCELL EACH,PARI REUSABLE NEBZ LC+ SET    ,,,,,,,,,,,,,,,,
10001889,00264786500,12X1000 ,1,7229,6537,0,6537,C,potassium chloride in 0.9%,NaCl,POT CHL-NACL,0.9%-20MEQ BAG 12,0.9,,,,20.0,,,,,,,,,,
10001890,00264780010,24X500  ,1,9734,8789,0,8789,C,0.9 % sodium chloride,INTRAVEN,SODIUM CHLORIDE,0.9% BAG 24X50,0.9,,,,,,,,,,,,,,
10001891,00264780510,24X500  ,1,15034,13596,0,13596,C,sodium chloride 3 %,INTRAVEN I,SODIUM CHLORIDE,3% INJ 24X500,3.0,,,,,,,,,,,,,,
10001902,00264785020,24X250  ,1,10714,8120,0,8928,C,"water for injection,sterile",IN,STERILE WATER INJ BAG SOL,24X2,,,,,,,,,,,,,,,
10001904,00264751020,24X250  ,1,9821,7463,0,8184,C,dextrose 5 % in water,INTRAVEN,DEXTROSE-WATER,5% BAG 24X250 M,5.0,,250.0,,,,,,,,,,,,
